"ID","GENERO","RENTA","EDAD","NIV_EDUC","E_CIVIL","COD_OFI","COD_COM","CIUDAD","D_Marzo","D_Abril","D_Mayo","D_Junio","D_Julio","D_Agosto","D_Septiembre","M_MOROSO","MONTO","SEGURO","FUGA"
1184,"M",656016,53,"TEC","CAS",27,226,"CONCEPCION",0,8597,0,0,20,0,0,1,3500000,"SI","FUGA"
1185,"M",840756,41,"UNV","CAS",34,29,"LA SERENA",0,349857,0,0,0,0,0,1,8000000,"NO","NO FUGA"
1186,"F",585117,40,"UNV","CAS",138,1,"ARICA",1271899,409351,0,246542,1256,0,139,2,2400000,"NO","FUGA"
1187,"F",99008,29,"TEC","SOL",27,226,"CONCEPCION",0,49529,0,0,0,4961,0,1,2200000,"NO","FUGA"
1188,"F",20284,42,"UNV","SEP",48,89,"SANTIAGO",0,0,0,1169918,0,0,579,0,2500000,"NO","NO FUGA"
1189,"M",957550,38,"MED","CAS",63,300,"CASTRO",3392691,590624,0,862514,2696,0,0,1,7400000,"NO","NO FUGA"
1190,"F",317757,50,"MED","CAS",31,119,"SANTIAGO",510077,10154,0,4244,339,0,3442,2,500000,"SI","FUGA"
1191,"M",3505588,43,"UNV","CAS",92,82,"SANTIAGO",0,88243,0,0,121,6693,0,1,1600000,"NO","FUGA"
1192,"M",42951,45,"MED","VIU",138,1,"ARICA",0,3258,0,582889,910,0,8350,3,1100000,"NO","FUGA"
1193,"M",1226683,38,"TEC","CAS",59,88,"SANTIAGO",1964,457799,0,71058,2657,0,620,2,3700000,"NO","NO FUGA"
1194,"M",327161,47,"UNV","SOL",138,1,"ARICA",0,160221,0,0,221,0,0,1,1900000,"NO","FUGA"
1195,"F",216601,55,"TEC","SEP",132,99,"SANTIAGO",0,269110,0,431806,1,0,2855,1,2100000,"SI","NO FUGA"
1196,"F",409436,49,"UNV","CAS",62,292,"PUERTO VARAS",0,0,0,0,0,0,0,1,2400000,"NO","NO FUGA"
1197,"M",1015846,44,"UNV","CAS",17,103,"SANTIAGO",269266,21615,0,3408,2372,8864,44,3,700000,"NO","FUGA"
1198,"M",28955,41,"UNV","CAS",81,85,"SANTIAGO",0,11558,0,300681,133,0,13,2,1700000,"NO","FUGA"
1199,"F",643320,39,"MED","SEP",90,85,"SANTIAGO",0,43930,0,608157,973,0,598,3,6000000,"NO","NO FUGA"
1200,"F",25013,41,"TEC","SOL",28,93,"SANTIAGO",0,777733,3674293,0,130,6006,3021,1,4900000,"SI","NO FUGA"
1201,"M",36664,43,"UNV","CAS",55,90,"SANTIAGO",499199,318302,0,618409,4284,2396,470,2,1600000,"NO","FUGA"
1202,"F",59582,50,"TEC","SOL",132,97,"SANTIAGO",0,436955,0,347162,1105,0,200,3,2800000,"SI","NO FUGA"
1203,"M",88071,44,"UNV","SOL",31,119,"SANTIAGO",0,0,0,0,117,5163,3035,1,2200000,"NO","FUGA"
1204,"F",159347,45,"UNV","CAS",54,90,"SANTIAGO",0,30248,0,445657,200,0,27,1,1800000,"NO","FUGA"
1205,"F",352807,48,"UNV","CAS",102,92,"SANTIAGO",0,932332,0,350687,0,0,187,1,1500000,"NO","FUGA"
1206,"F",483682,33,"UNV","CAS",27,226,"CONCEPCION",0,9473,0,185973,153,11278,47,1,2200000,"NO","FUGA"
1207,"F",148294,45,"UNV","CAS",54,88,"SANTIAGO",0,818637,0,8255,0,25214,0,1,4000000,"NO","FUGA"
1208,"M",823454,51,"TEC","CAS",52,99,"SANTIAGO",2017821,33483,0,216849,1519,27540,534,3,2100000,"NO","FUGA"
1209,"F",428276,54,"TEC","SOL",138,1,"ARICA",84543,0,0,0,94,0,0,1,1400000,"NO","FUGA"
1210,"M",145283,57,"UNV","SOL",27,226,"CONCEPCION",0,380605,0,0,0,6825,0,0,2200000,"NO","NO FUGA"
1211,"F",49288,36,"TEC","SOL",35,88,"SANTIAGO",0,830046,0,78250,162,0,104,1,1000000,"SI","NO FUGA"
1212,"M",39883,48,"UNV","CAS",55,90,"SANTIAGO",0,178373,0,54388,49,0,7326,1,2400000,"NO","FUGA"
1213,"M",1125508,52,"TEC","CAS",39,84,"SANTIAGO",0,351154,0,0,3,0,12605,1,8000000,"NO","NO FUGA"
1214,"M",949270,34,"UNV","CAS",85,67,"VINA DEL MAR",0,1133113,0,0,24,16317,0,1,4900000,"NO","NO FUGA"
1215,"F",20167,38,"TEC","SEP",33,25,"VALLENAR",344587,831964,0,117700,574,6634,13,1,1200000,"SI","NO FUGA"
1216,"F",686113,28,"TEC","SOL",67,80,"SANTIAGO",0,0,0,0,0,2501,16,0,5000000,"NO","NO FUGA"
1217,"F",18068,59,"MED","SOL",27,227,"TALCAHUANO",0,224149,0,302909,79,26980,0,1,8000000,"SI","NO FUGA"
1218,"M",378057,50,"UNV","CAS",31,119,"SANTIAGO",0,149845,0,105693,0,0,242,1,2400000,"SI","FUGA"
1219,"M",2560217,36,"UNV","CAS",48,88,"SANTIAGO",876631,2301,0,0,182,15121,0,2,2600000,"NO","FUGA"
1220,"F",58145,45,"TEC","SOL",80,90,"SANTIAGO",0,2198918,0,119767,0,2310,1588,0,2500000,"SI","NO FUGA"
1221,"F",167294,52,"TEC","SEP",27,226,"CONCEPCION",0,0,0,42517,0,0,20,1,1800000,"NO","FUGA"
1222,"F",137370,29,"TEC","CAS",105,63,"HIJUELAS",0,0,0,0,10,0,0,1,2000000,"NO","NO FUGA"
1223,"M",71981,27,"UNV","SOL",47,66,"VALPARAISO",0,201328,0,0,0,0,1,0,2100000,"NO","NO FUGA"
1224,"M",444087,46,"MED","CAS",80,96,"SANTIAGO",659058,1679242,0,120542,1199,1365,0,1,8000000,"SI","FUGA"
1225,"M",620304,49,"UNV","SOL",144,86,"SANTIAGO",0,451667,0,671619,847,0,87,3,2100000,"NO","FUGA"
1226,"F",619069,55,"UNV","CAS",69,85,"SANTIAGO",36111,68268,0,875826,1245,0,635,1,650000,"NO","FUGA"
1227,"M",373093,40,"UNV","CAS",13,16,"ANTOFAGASTA",0,296951,0,110,199,0,0,1,2600000,"NO","NO FUGA"
1228,"M",1611428,41,"MED","CAS",64,92,"SANTIAGO",0,336601,0,39741,152,41954,0,1,8000000,"NO","NO FUGA"
1229,"M",60540,52,"UNV","CAS",84,99,"SANTIAGO",0,305371,0,820979,0,0,227,1,2900000,"SI","FUGA"
1230,"F",4197233,40,"TEC","SOL",80,105,"SANTIAGO",0,0,0,0,0,0,0,0,1800000,"NO","NO FUGA"
1231,"M",844726,50,"UNV","CAS",41,80,"SANTIAGO",1712870,125401,0,9111,312,0,1085,1,2100000,"NO","FUGA"
1232,"M",234898,29,"UNV","CAS",27,226,"CONCEPCION",0,176629,0,27969,270,0,0,2,1500000,"NO","FUGA"
1233,"M",4155275,40,"UNV","CAS",55,90,"SANTIAGO",0,892280,1859340,1219700,181,0,3985,3,4500000,"NO","FUGA"
1234,"F",1753210,40,"MED","SEP",28,89,"SANTIAGO",0,688099,0,0,210,10064,0,1,8000000,"NO","NO FUGA"
1235,"M",11085,27,"UNV","SOL",67,105,"SANTIAGO",0,158033,0,60742,220,0,0,1,2000000,"NO","FUGA"
1236,"M",15712,25,"UNV","CAS",127,80,"SANTIAGO",0,103120,0,0,0,0,0,0,2000000,"NO","NO FUGA"
1237,"M",1954989,44,"TEC","CAS",88,67,"VINA DEL MAR",0,1506158,0,164877,35,0,0,1,8000000,"NO","NO FUGA"
1238,"M",457640,37,"UNV","CAS",15,66,"VALPARAISO",0,224415,0,251010,3,1723,515,1,2300000,"NO","NO FUGA"
1239,"M",173040,43,"MED","CAS",10,5,"IQUIQUE",0,295054,0,0,0,0,159,0,1400000,"NO","NO FUGA"
1240,"M",592037,52,"TEC","CAS",138,1,"ARICA",0,294559,0,279603,384,24588,8673,2,8000000,"NO","FUGA"
1241,"F",648727,30,"TEC","CAS",27,226,"CONCEPCION",0,91406,0,0,542,0,161,2,1000000,"NO","FUGA"
1242,"F",21146,60,"TEC","SOL",48,89,"SANTIAGO",0,286150,0,0,465,0,1647,1,8000000,"SI","NO FUGA"
1243,"F",449220,49,"TEC","CAS",138,85,"SANTIAGO",0,218,0,207841,1159,0,353,3,1800000,"NO","FUGA"
1244,"F",7150,50,"MED","SOL",66,253,"TEMUCO",0,499962,0,0,1360,14802,13,3,8000000,"SI","NO FUGA"
1245,"F",53764,46,"MED","SOL",40,67,"VINA DEL MAR",0,74254,0,182347,1376,39271,696,1,800000,"SI","NO FUGA"
1246,"F",1243,49,"TEC","SOL",10,5,"IQUIQUE",0,119779,0,518,0,824,0,0,8000000,"SI","NO FUGA"
1247,"F",220786,35,"TEC","CAS",82,93,"SANTIAGO",42108,8720,0,0,445,0,0,3,1100000,"SI","NO FUGA"
1248,"M",90406,26,"UNV","CAS",27,226,"CONCEPCION",0,195454,0,486459,654,0,4,2,1200000,"NO","FUGA"
1249,"M",590178,50,"TEC","SOL",138,1,"ARICA",44879,236554,0,0,149,0,6148,1,3000000,"SI","FUGA"
1250,"M",1291138,43,"MED","CAS",31,119,"SANTIAGO",206445,779267,0,2391618,2005,4499,24404,1,5200000,"NO","FUGA"
1251,"F",4242301,40,"TEC","VIU",13,16,"ANTOFAGASTA",0,824697,0,0,11,4508,0,1,4100000,"NO","NO FUGA"
1252,"M",394312,51,"MED","CAS",53,93,"SANTIAGO",0,36278,0,0,3,0,0,2,1700000,"NO","NO FUGA"
1253,"M",23379,40,"MED","CAS",55,90,"SANTIAGO",0,48083,0,129971,134,3997,0,2,8000000,"NO","FUGA"
1254,"F",59352,47,"MED","SOL",126,80,"SANTIAGO",0,180003,0,0,366,0,0,1,1500000,"SI","NO FUGA"
1255,"F",615622,48,"TEC","CAS",60,291,"PUERTO MONTT",0,111495,0,0,0,9157,0,0,2500000,"NO","NO FUGA"
1256,"M",1260200,43,"UNV","CAS",55,90,"SANTIAGO",323522,5007,0,175892,2645,0,96,3,650000,"NO","FUGA"
1257,"M",908590,39,"TEC","CAS",100,94,"SANTIAGO",246951,16151,0,38318,1665,0,66,2,4300000,"NO","NO FUGA"
1258,"M",251966,47,"MED","CAS",138,1,"ARICA",0,271575,0,0,21,0,0,1,1400000,"NO","FUGA"
1259,"M",50498,43,"UNV","CAS",144,88,"SANTIAGO",0,1129071,0,9892,493,0,38,1,4700000,"NO","FUGA"
1260,"F",329927,42,"MED","CAS",13,16,"ANTOFAGASTA",0,0,0,0,202,22675,365,1,1600000,"NO","NO FUGA"
1261,"F",42224,53,"TEC","SOL",90,80,"SANTIAGO",0,409116,0,0,931,27598,0,1,7500000,"SI","NO FUGA"
1262,"F",993064,38,"TEC","SOL",60,294,"CALBUCO",0,161198,0,23163,678,0,0,1,750000,"NO","NO FUGA"
1263,"F",6950442,37,"TEC","VIU",51,88,"SANTIAGO",0,819246,0,0,5,6689,0,1,4800000,"NO","NO FUGA"
1264,"M",34818,43,"MED","SEP",39,80,"SANTIAGO",0,1972,0,3077,705,0,4,2,900000,"NO","FUGA"
1265,"M",155511,43,"UNV","CAS",138,1,"ARICA",0,24741,0,0,0,4349,0,1,1500000,"NO","FUGA"
1266,"M",238749,55,"MED","CAS",27,226,"CONCEPCION",0,36247,0,89076,807,2759,17,2,550000,"NO","FUGA"
1267,"M",501336,41,"MED","CAS",138,1,"ARICA",0,400476,9788186,1359585,309,24116,5701,2,8000000,"NO","FUGA"
1268,"M",686731,52,"MED","CAS",31,118,"SANTIAGO",0,22908,0,783588,294,0,58,1,3300000,"SI","FUGA"
1269,"M",4780941,43,"MED","CAS",31,119,"SANTIAGO",3396197,4156,0,190889,1843,0,378,1,6200000,"NO","FUGA"
1270,"F",2197399,31,"TEC","SOL",17,115,"SANTIAGO",0,0,0,0,0,0,316,0,2700000,"NO","NO FUGA"
1271,"M",529982,51,"UNV","CAS",16,89,"SANTIAGO",0,26558,0,0,23,0,0,2,3100000,"NO","NO FUGA"
1272,"M",792478,53,"TEC","CAS",85,88,"SANTIAGO",0,163671,0,4638,20,0,0,1,5800000,"NO","FUGA"
1273,"F",183585,47,"UNV","CAS",37,115,"SANTIAGO",0,31694,0,0,6,0,0,1,2400000,"NO","FUGA"
1274,"F",893679,45,"UNV","CAS",138,1,"ARICA",0,683600,0,0,266,0,14890,2,6500000,"NO","FUGA"
1275,"M",105315,40,"UNV","CAS",31,119,"SANTIAGO",0,13295,0,2057313,361,0,118,1,1600000,"NO","FUGA"
1276,"M",917565,43,"MED","SEP",18,118,"SANTIAGO",0,1016,0,0,0,0,0,1,3700000,"SI","FUGA"
1277,"M",830317,51,"TEC","CAS",127,90,"SANTIAGO",0,421141,0,495599,285,0,1459,1,8000000,"NO","FUGA"
1278,"F",4288458,55,"UNV","CAS",12,13,"CALAMA",0,236253,0,15236899,870,20884,249652,2,8000000,"NO","NO FUGA"
1279,"F",589952,43,"TEC","SOL",14,22,"COPIAPO",169156,817614,0,23350,583,0,169,1,500000,"SI","NO FUGA"
1280,"M",111297,50,"UNV","SOL",138,1,"ARICA",0,90766,0,42826,0,0,60,1,1900000,"NO","FUGA"
1281,"F",31098,44,"MED","SOL",81,59,"QUILLOTA",0,492838,0,0,0,1220,223,0,1500000,"SI","NO FUGA"
1282,"F",512368,53,"MED","CAS",27,226,"CONCEPCION",0,13169,0,403983,146,0,2018,1,7300000,"NO","NO FUGA"
1283,"F",172323,45,"TEC","CAS",108,100,"SANTIAGO",997570,131124,0,0,384,0,0,1,700000,"NO","NO FUGA"
1284,"M",482564,-21,"UNV","SEP",122,89,"SANTIAGO",0,24497,0,11561,20,0,0,1,3400000,"NO","FUGA"
1285,"M",1026105,28,"UNV","CAS",27,226,"CONCEPCION",0,183169,0,13258,0,0,134,1,5500000,"NO","FUGA"
1286,"M",168898,26,"MED","SOL",27,226,"CONCEPCION",827784,0,0,0,548,0,0,1,1100000,"NO","FUGA"
1287,"M",239315,53,"UNV","CAS",98,88,"SANTIAGO",0,466729,0,440870,517,0,5048,1,8000000,"NO","FUGA"
1288,"M",254724,32,"UNV","CAS",71,326,"PUNTA ARENAS",410195,169559,0,30929,710,3894,5,1,2400000,"NO","NO FUGA"
1289,"F",660696,50,"MED","CAS",45,80,"SANTIAGO",0,0,0,0,233,0,21,1,1900000,"NO","NO FUGA"
1290,"M",1665222,52,"MED","CAS",27,226,"CONCEPCION",0,0,0,76505,3027,3082,166,2,5500000,"NO","FUGA"
1291,"F",146185,30,"TEC","SOL",127,115,"SANTIAGO",0,501306,0,83263,2,21545,409,1,1100000,"NO","NO FUGA"
1292,"M",386456,41,"UNV","CAS",49,80,"SANTIAGO",0,353499,0,7289,0,1317,0,1,4300000,"SI","FUGA"
1293,"M",55717,50,"TEC","SOL",138,1,"ARICA",0,135650,0,133252,275,0,0,2,1500000,"NO","FUGA"
1294,"M",1080303,43,"UNV","CAS",138,1,"ARICA",0,571624,0,290590,158,0,215,1,5800000,"NO","FUGA"
1295,"M",794764,38,"UNV","SOL",102,93,"SANTIAGO",0,15081,0,0,2012,327,0,3,2500000,"NO","NO FUGA"
1296,"F",2208481,33,"TEC","VIU",84,100,"SANTIAGO",0,3597,0,41032,10,0,3,1,2100000,"NO","NO FUGA"
1297,"M",49053,40,"UNV","CAS",55,90,"SANTIAGO",0,1443755,0,326619,1880,7921,1983,2,1200000,"NO","FUGA"
1298,"F",342480,29,"TEC","CAS",54,92,"SANTIAGO",0,18686,0,18668,1964,0,438,1,700000,"NO","NO FUGA"
1299,"F",86929,52,"TEC","CAS",116,131,"RANCAGUA",48487,0,0,0,456,0,0,1,1600000,"NO","NO FUGA"
1300,"F",180426,43,"BAS","CAS",23,164,"CURICO",0,0,0,0,0,0,0,0,2200000,"NO","NO FUGA"
1301,"F",3804224,51,"UNV","CAS",138,93,"SANTIAGO",0,4646,0,0,379,50421,242,3,8000000,"NO","FUGA"
1302,"M",62336,40,"MED","CAS",64,115,"SANTIAGO",0,158186,0,0,7,0,8847,1,3500000,"NO","FUGA"
1303,"M",425360,54,"UNV","SOL",57,105,"SANTIAGO",0,424914,0,1978,38,0,2,1,8000000,"NO","FUGA"
1304,"F",4429595,40,"TEC","VIU",24,105,"SANTIAGO",0,400678,0,0,43,0,0,1,3900000,"NO","NO FUGA"
1305,"M",491948,31,"MED","SOL",56,131,"RANCAGUA",0,311821,0,0,7,0,0,2,1400000,"NO","NO FUGA"
1306,"F",58419,38,"MED","SOL",81,67,"VINA DEL MAR",0,1593493,0,472720,1083,18334,2143,1,5000000,"SI","NO FUGA"
1307,"M",426010,31,"UNV","CAS",27,226,"CONCEPCION",0,0,0,69509,44,2885,0,1,1700000,"NO","FUGA"
1308,"M",624386,32,"UNV","SEP",78,182,"LINARES",0,383234,0,0,59,0,0,1,3600000,"NO","NO FUGA"
1309,"M",49126,42,"UNV","CAS",31,119,"SANTIAGO",0,320721,0,0,0,0,4548,1,3400000,"NO","FUGA"
1310,"F",6821416,38,"TEC","VIU",14,87,"SANTIAGO",22947,37864,0,130014,1815,0,376,1,8000000,"NO","NO FUGA"
1311,"M",37101,44,"UNV","CAS",54,88,"SANTIAGO",0,0,0,773233,0,0,2419,1,8000000,"NO","FUGA"
1312,"M",722976,38,"UNV","CAS",29,92,"SANTIAGO",0,210848,4301847,66031,72,0,2831,1,4300000,"NO","NO FUGA"
1313,"M",461988,47,"MED","CAS",138,1,"ARICA",0,96363,0,0,20,928,0,1,1600000,"NO","FUGA"
1314,"F",173589,45,"UNV","CAS",31,119,"SANTIAGO",0,38908,0,0,18,0,0,1,1900000,"NO","FUGA"
1315,"F",412394,36,"TEC","CAS",37,99,"SANTIAGO",0,189738,0,0,64,0,0,1,1400000,"NO","NO FUGA"
1316,"F",6875424,38,"TEC","VIU",108,93,"SANTIAGO",7918,42254,0,262054,615,0,3,1,550000,"NO","NO FUGA"
1317,"M",2481794,44,"MED","CAS",55,90,"SANTIAGO",0,307781,0,0,24,0,0,1,4800000,"NO","FUGA"
1318,"M",174759,49,"UNV","SEP",76,98,"SANTIAGO",79059,939399,0,663640,940,0,710,2,2100000,"NO","FUGA"
1319,"M",682092,28,"TEC","SOL",13,16,"ANTOFAGASTA",0,97597,0,0,123,13877,2975,2,5500000,"SI","NO FUGA"
1320,"F",17383,44,"MED","SOL",93,89,"SANTIAGO",0,0,0,0,0,1658,0,0,4500000,"SI","NO FUGA"
1321,"M",46083,40,"UNV","CAS",55,90,"SANTIAGO",1362246,859879,0,612390,267,0,23923,2,6500000,"NO","FUGA"
1322,"M",1310537,40,"UNV","CAS",55,90,"SANTIAGO",0,803419,0,174583,34,23035,137,1,3500000,"NO","FUGA"
1323,"F",1595291,40,"UNV","SOL",64,272,"VALDIVIA",0,0,0,0,0,32440,0,0,8000000,"NO","NO FUGA"
1324,"M",753243,49,"UNV","SOL",155,88,"SANTIAGO",0,48249,0,463,475,0,471,1,4600000,"NO","FUGA"
1325,"M",214119,41,"UNV","CAS",94,301,"ANCUD",0,613277,0,0,13,0,1,1,2900000,"NO","NO FUGA"
1326,"F",39653,34,"TEC","SOL",83,89,"SANTIAGO",0,536756,0,565353,105,0,309,1,3500000,"SI","NO FUGA"
1327,"M",459702,31,"UNV","SOL",129,101,"SANTIAGO",0,9857,0,105138,79,0,65,1,1800000,"NO","NO FUGA"
1328,"F",44123,44,"TEC","SOL",86,49,"LOS ANDES",63855,61877,0,70263,1809,0,326,3,8000000,"SI","NO FUGA"
1329,"M",498511,47,"MED","CAS",31,119,"SANTIAGO",0,157547,0,1555,0,0,0,1,2400000,"NO","FUGA"
1330,"F",20957,52,"TEC","SEP",10,5,"IQUIQUE",0,266931,0,0,29,1125,0,1,2300000,"NO","NO FUGA"
1331,"F",477134,48,"UNV","CAS",31,119,"SANTIAGO",1460124,69916,0,190487,459,0,213,1,600000,"NO","FUGA"
1332,"M",412472,52,"UNV","CAS",27,226,"CONCEPCION",0,39693,0,142025,405,0,242,1,1900000,"SI","FUGA"
1333,"M",482469,39,"TEC","CAS",125,89,"SANTIAGO",0,642499,0,78608,191,0,104,2,1100000,"NO","NO FUGA"
1334,"M",1477802,40,"UNV","CAS",55,90,"SANTIAGO",237845,42855,0,132843,685,0,185,3,3000000,"NO","FUGA"
1335,NA,115805,49,"UNV","CAS",86,49,"LOS ANDES",560762,0,0,0,356,5665,0,1,1500000,"NO","NO FUGA"
1336,"F",544803,53,"MED","CAS",95,316,"AYSEN",0,0,0,0,143,0,482,1,2400000,"NO","NO FUGA"
1337,"F",552821,41,"UNV","SOL",138,1,"ARICA",0,297016,0,233756,141,0,7994,2,4600000,"SI","FUGA"
1338,"M",46683,46,"UNV","CAS",55,90,"SANTIAGO",917605,283581,0,24108,2680,0,1221,3,7000000,"NO","FUGA"
1339,"M",15086,-34,"BAS","CAS",55,90,"SANTIAGO",392608,1673,0,268995,592,0,10445,1,900000,"NO","FUGA"
1340,"M",1083289,47,"MED","CAS",17,90,"SANTIAGO",0,24323,0,344507,1183,0,485,3,5100000,"SI","FUGA"
1341,"F",1941545,35,"TEC","VIU",61,284,"OSORNO",0,316445,0,298870,1036,0,535,1,1500000,"NO","NO FUGA"
1342,"M",34536,42,"MED","CAS",55,90,"SANTIAGO",0,98414,0,220435,51,2199,0,1,6800000,"NO","FUGA"
1343,"M",699938,49,"UNV","CAS",120,113,"SANTIAGO",0,420151,0,0,1025,31802,2323,1,3300000,"NO","FUGA"
1344,"M",1530,37,"TEC","CAS",56,148,"SAN FERNANDO",0,327321,0,0,140,0,0,2,2400000,"NO","NO FUGA"
1345,"F",395316,58,"MED","SOL",12,13,"CALAMA",0,61219,0,0,173,0,0,1,1900000,"NO","NO FUGA"
1346,"M",408792,51,"MED","SOL",144,101,"SANTIAGO",0,5139,0,256668,956,0,1298,3,4700000,"NO","FUGA"
1347,"M",36300,41,"MED","SEP",151,226,"CONCEPCION",0,112969,0,0,1360,9075,9211,1,4100000,"NO","NO FUGA"
1348,"F",114996,59,"MED","CAS",55,93,"SANTIAGO",0,1280913,0,0,21,10635,102,1,4100000,"NO","NO FUGA"
1349,"M",301939,41,"TEC","SOL",138,1,"ARICA",0,28032,0,0,83,1021,0,1,3300000,"NO","FUGA"
1350,"F",1292296,37,"TEC","SOL",31,119,"SANTIAGO",521531,234206,0,1631379,1358,0,1820,1,1300000,"NO","NO FUGA"
1351,"M",308625,43,"TEC","CAS",24,88,"SANTIAGO",462736,178140,0,0,108,13372,0,1,4100000,"NO","NO FUGA"
1352,"M",203148,41,"UNV","CAS",55,90,"SANTIAGO",0,416709,0,6058,0,2522,8704,1,800000,"NO","FUGA"
1353,"M",434232,47,"TEC","SEP",138,1,"ARICA",0,183789,0,120535,146,0,137,1,1700000,"NO","FUGA"
1354,"M",2348095,44,"MED","CAS",55,90,"SANTIAGO",58677,0,0,0,94,0,0,1,1800000,"NO","FUGA"
1355,"F",6832,39,"TEC","SOL",63,300,"CASTRO",515128,32117,0,0,1819,0,0,1,1000000,"SI","NO FUGA"
1356,"F",912486,34,"TEC","SOL",70,265,"LONCOCHE",0,305451,12967642,1315271,74,0,23220,1,8000000,"NO","NO FUGA"
1357,"F",765768,47,"MED","CAS",90,80,"SANTIAGO",0,382799,0,777187,709,0,2245,1,4600000,"NO","FUGA"
1358,"F",11386,50,"MED","SOL",38,93,"SANTIAGO",2042636,253304,0,1265871,2145,0,6594,1,3600000,"SI","NO FUGA"
1359,"M",918,45,"UNV","CAS",55,90,"SANTIAGO",0,227463,0,0,273,0,946,3,8000000,"NO","FUGA"
1360,"M",132181,37,"UNV","CAS",90,84,"SANTIAGO",0,87591,0,0,34,0,0,1,1600000,"NO","NO FUGA"
1361,"M",340784,35,"UNV","CAS",122,93,"SANTIAGO",0,33117,0,0,8,0,0,1,1600000,"NO","NO FUGA"
1362,"F",2335262,53,"TEC","CAS",84,85,"SANTIAGO",0,0,0,0,576,1275,67,1,8000000,"NO","NO FUGA"
1363,"F",1247427,32,"TEC","SOL",27,226,"CONCEPCION",0,83485,0,0,4,0,0,1,1400000,"NO","NO FUGA"
1364,"M",820800,41,"UNV","SOL",82,90,"SANTIAGO",789345,295789,0,0,468,0,662,2,7500000,"NO","NO FUGA"
1365,"M",120594,41,"UNV","CAS",55,90,"SANTIAGO",0,266813,180178,400739,0,0,2059,1,3900000,"NO","FUGA"
1366,"M",185388,54,"UNV","SOL",27,226,"CONCEPCION",0,463267,0,908372,0,0,2028,1,5000000,"SI","FUGA"
1367,"F",149899,41,"MED","CAS",51,88,"SANTIAGO",0,0,0,0,0,0,6,0,2100000,"NO","NO FUGA"
1368,"M",102924,47,"TEC","CAS",83,85,"SANTIAGO",0,3306,0,781805,2251,2139,2089,3,2300000,"NO","FUGA"
1369,"F",423750,41,"TEC","SEP",59,98,"SANTIAGO",449644,293730,0,172780,623,0,194,2,3100000,"NO","FUGA"
1370,"F",194566,49,"MED","CAS",138,1,"ARICA",0,3485,0,134452,15,0,36,1,1800000,"NO","FUGA"
1371,"M",164638,48,"UNV","CAS",149,105,"SANTIAGO",0,96722,0,0,4,0,0,1,1700000,"NO","NO FUGA"
1372,"F",176,44,"MED","SOL",73,89,"SANTIAGO",0,0,0,0,1713,0,0,1,2200000,"SI","NO FUGA"
1373,"M",186248,45,"UNV","CAS",45,89,"SANTIAGO",0,5779,0,341605,220,0,1132,2,3900000,"SI","FUGA"
1374,"F",27510,46,"MED","SOL",25,85,"SANTIAGO",0,201171,0,0,415,2659,2171,1,2400000,"SI","NO FUGA"
1375,"M",62909,50,"MED","CAS",138,1,"ARICA",0,49105,0,168631,15,0,92,1,2000000,"NO","FUGA"
1376,"M",535592,49,"MED","CAS",138,1,"ARICA",0,195142,0,0,346,0,0,2,700000,"NO","FUGA"
1377,"F",239391,34,"TEC","VIU",43,70,"QUILPUE",0,153729,0,0,0,0,91,1,2600000,"NO","NO FUGA"
1378,"M",3171246,53,"TEC","CAS",53,80,"SANTIAGO",0,0,0,0,1697,0,82746,3,8000000,"NO","NO FUGA"
1379,"M",1591867,46,"MED","CAS",127,90,"SANTIAGO",0,382379,0,707118,259,0,10,1,8000000,"NO","FUGA"
1380,"M",46293,34,"TEC","CAS",27,226,"CONCEPCION",0,625389,0,0,147,18275,0,1,3100000,"NO","NO FUGA"
1381,"F",690174,49,"UNV","SOL",138,1,"ARICA",0,44630,380799,0,0,0,747,1,4400000,"NO","FUGA"
1382,"F",3229040,47,"MED","CAS",59,88,"SANTIAGO",0,1164820,0,0,77,0,0,1,8000000,"NO","NO FUGA"
1383,"M",348365,51,"MED","CAS",144,101,"SANTIAGO",0,23825,0,371604,866,0,715,3,4700000,"NO","FUGA"
1384,"F",4733057,34,"TEC","VIU",90,90,"SANTIAGO",0,7706,0,99016,1198,14801,181,3,2500000,"SI","NO FUGA"
1385,"F",439913,42,"MED","CAS",85,88,"SANTIAGO",0,4609,0,13810,166,0,107,1,2300000,"NO","FUGA"
1386,"M",2025932,44,"UNV","CAS",82,86,"SANTIAGO",0,220530,0,0,1501,0,0,1,8000000,"NO","NO FUGA"
1387,"M",1489720,47,"UNV","CAS",25,88,"SANTIAGO",1085680,0,0,922588,1494,33675,412,2,8000000,"NO","FUGA"
1388,"F",101775,29,"TEC","SOL",93,93,"SANTIAGO",0,42741,0,13421,699,0,0,1,1400000,"NO","NO FUGA"
1389,"F",2124808,47,"MED","CAS",73,86,"SANTIAGO",0,424177,0,0,11,0,0,1,8000000,"NO","NO FUGA"
1390,"M",446366,41,"UNV","CAS",138,1,"ARICA",0,72696,0,59238,0,0,6121,1,4600000,"NO","FUGA"
1391,"F",294023,25,"TEC","CAS",82,105,"SANTIAGO",0,62587,0,324889,103,0,174,1,1600000,"NO","FUGA"
1392,"M",478906,42,"UNV","CAS",138,1,"ARICA",0,759044,0,0,0,0,4006,1,3400000,"NO","FUGA"
1393,"M",27139,45,"MED","CAS",55,90,"SANTIAGO",0,290926,423383,248658,20,0,1006,1,2300000,"NO","FUGA"
